date_range.date_start.year,date_range.date_start.month,date_range.date_start.day,date_range.date_end.year,date_range.date_end.month,date_range.date_end.day,place.address.ori_address,place.address.country,place.address.state,place.address.city,place.address.postcode,place.ori_dbid.$oid,place.label,place._class_ori,place._class,place.geo_coord.latitude,place.geo_coord.longitude,artist,artist_ori_dbid,place.address.suburb,ori_dbid,no_of_events,new_venue_name_x,new_venue_name_y,total_no_of_events,venue_name,venue_category_minor,venue_category_major,State
2015,4,1,2015,10,16,"Lion Arts Centre, North Tce [West End] Adelaide South Australia",Australia,South Australia,Adelaide,5000,551a64f9d707ff270600000a,Australian Experimental Art Foundation,place,place,-34.92932330000001,138.5879438,"""Jill Orr""","{""$oid"": ""513fdfd7d707ff6bcd001de3""}",,,,,,,,,,
2015,3,31,2015,5,15,"Adelaide Central Gallery, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1b4ffb538b73d9301f10a,,place,place,-34.9286212,138.5999594,"""Jill Orr""","{""$oid"": ""513fdfd7d707ff6bcd001de3""}",,4da1b4ffb538b73d9301f10a,38.0,"Adelaide Central Gallery, Adelaide, SA","Adelaide Central Gallery, Adelaide, SA",38.0,"Adelaide Central Gallery, Adelaide, SA",University Gallery,University Gallery,SA
1994,1,1,1994,1,1,"Heide Museum of Modern Art, Melbourne, Victoria",Australia,Victoria,Melbourne,3105,4da19591b538b73d9300496c,,place,place,-37.7589,145.084301,"""Jill Orr""","{""$oid"": ""513fdfd7d707ff6bcd001de3""}",,4da19591b538b73d9300496c,82.0,"Heide Museum of Modern Art, Melbourne, VIC","Heide Museum of Modern Art, Melbourne, VIC",93.0,"Heide Museum of Modern Art, Melbourne, VIC",Public Independent,Government / Public Museum ,VIC
1980,3,1,1980,3,1,"Experimental Art Foundation, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19591b538b73d9300499f,,place,place,-34.9286212,138.5999594,"""Jill Orr""","{""$oid"": ""513fdfd7d707ff6bcd001de3""}",,4da19591b538b73d9300499f,465.0,"Experimental Art Foundation, Adelaide, SA","Experimental Art Foundation, Adelaide, SA",465.0,"Experimental Art Foundation, Adelaide, SA",CAOA,ARI or Indpendent ,SA
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Jill Orr""","{""$oid"": ""513fdfd7d707ff6bcd001de3""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1978,3,25,1978,5,28,"Mildura, Victoria",Australia,Victoria,Mildura,3500,4da1b4f7b538b73d9301eef4,,place,place,-34.2063006,142.1358321,"""Jill Orr""","{""$oid"": ""513fdfd7d707ff6bcd001de3""}",,,,,,,,,,
1979,1,1,1979,1,1,"Institute of Modern Art, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1ba7db538b73d9302240d,,place,place,-27.4709331,153.0235024,"""Jill Orr""","{""$oid"": ""513fdfd7d707ff6bcd001de3""}",,4da1ba7db538b73d9302240d,226.0,"Institute of Modern Art, Brisbane, QLD","Institute of Modern Art, Brisbane, QLD",236.0,"Institute of Modern Art, Brisbane, QLD",CAOA,ARI or Indpendent ,QLD
1996,1,1,1996,1,1,"Institute of Modern Art, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1ba7db538b73d9302240d,,place,place,-27.4709331,153.0235024,"""Jill Orr""","{""$oid"": ""513fdfd7d707ff6bcd001de3""}",,4da1ba7db538b73d9302240d,226.0,"Institute of Modern Art, Brisbane, QLD","Institute of Modern Art, Brisbane, QLD",236.0,"Institute of Modern Art, Brisbane, QLD",CAOA,ARI or Indpendent ,QLD
2019,4,12,2019,8,18,"National Gallery of Victoria, Federation Square, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1fd02b538b73d9302bec5,,place,place,-37.8131869,144.9629796,"""Rosslynd Piggott""","{""$oid"": ""513fe08cd707ff6bcd001e52""}",,,,,,,,,,
1990,1,1,1990,1,1,"Ian Potter Museum of Art, University of Melbourne, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1999bb538b73d9300f679,,place,place,-37.7999695,144.9573385,"""Rosslynd Piggott""","{""$oid"": ""513fe08cd707ff6bcd001e52""}",,4da1999bb538b73d9300f679,69.0,"Ian Potter Museum of Art, University of Melbourne, Melbourne, Vic.","Ian Potter Museum of Art, University of Melbourne, Melbourne, Vic.",89.0,"Ian Potter Museum of Art, University of Melbourne, Melbourne, Vic.",University Gallery,University Gallery,VIC
1990,1,1,1990,1,1,"Contemporary Art Centre of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1b1d4b538b73d9301e16a,,place,place,-34.9286212,138.5999594,"""Rosslynd Piggott""","{""$oid"": ""513fe08cd707ff6bcd001e52""}",,4da1b1d4b538b73d9301e16a,350.0,"Contemporary Art Centre of South Australia, Adelaide, SA","Contemporary Art Centre of South Australia, Adelaide, SA",350.0,"Contemporary Art Centre of South Australia, Adelaide, SA",CAOA,ARI or Indpendent ,SA
1998,1,1,1998,1,1,"National Gallery of Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d93004979,,place,place,-37.8225355,144.9691134,"""Rosslynd Piggott""","{""$oid"": ""513fe08cd707ff6bcd001e52""}",,4da19591b538b73d93004979,144.0,"National Gallery of Victoria, Melbourne, VIC","National Gallery of Victoria, Melbourne, VIC",243.0,"National Gallery of Victoria, Melbourne, VIC",State Gallery / Library,Government / Public Museum ,VIC
1988,6,4,1988,7,17,"Australian National Gallery, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19591b538b73d93004990,,place,place,-35.30053,149.136282,"""Rosslynd Piggott""","{""$oid"": ""513fe08cd707ff6bcd001e52""}",,4da19591b538b73d93004990,12.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
2000,1,1,2000,1,1,"School of Art, Australian National University, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2601,4da1986ab538b73d9300d5aa,,place,place,-35.2835931,149.1186694,"""Rosslynd Piggott""","{""$oid"": ""513fe08cd707ff6bcd001e52""}",,4da1986ab538b73d9300d5aa,27.0,"School of Art, Australian National University, Canberra, ACT","School of Art, Australian National University, Canberra, ACT",27.0,"School of Art, Australian National University, Canberra, ACT",University Gallery,University Gallery,ACT
1992,1,1,1992,1,1,"Contemporary Art Centre of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1b1d4b538b73d9301e16a,,place,place,-34.9286212,138.5999594,"""Rosslynd Piggott""","{""$oid"": ""513fe08cd707ff6bcd001e52""}",,4da1b1d4b538b73d9301e16a,350.0,"Contemporary Art Centre of South Australia, Adelaide, SA","Contemporary Art Centre of South Australia, Adelaide, SA",350.0,"Contemporary Art Centre of South Australia, Adelaide, SA",CAOA,ARI or Indpendent ,SA
1992,1,1,1992,1,1,"Institute of Modern Art, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1ba7db538b73d9302240d,,place,place,-27.4709331,153.0235024,"""Rosslynd Piggott""","{""$oid"": ""513fe08cd707ff6bcd001e52""}",,4da1ba7db538b73d9302240d,226.0,"Institute of Modern Art, Brisbane, QLD","Institute of Modern Art, Brisbane, QLD",236.0,"Institute of Modern Art, Brisbane, QLD",CAOA,ARI or Indpendent ,QLD
1956,1,1,1956,1,1,"Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1950db538b73d93001179,,place,place,-37.8131869,144.9629796,"""Klytie Pate""","{""$oid"": ""513fe0a4d707ff6bcd001e64""}",,,,,,,,,,
1983,1,1,1983,1,1,"National Gallery of Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d93004979,,place,place,-37.8225355,144.9691134,"""Klytie Pate""","{""$oid"": ""513fe0a4d707ff6bcd001e64""}",,4da19591b538b73d93004979,144.0,"National Gallery of Victoria, Melbourne, VIC","National Gallery of Victoria, Melbourne, VIC",243.0,"National Gallery of Victoria, Melbourne, VIC",State Gallery / Library,Government / Public Museum ,VIC
1998,1,1,1998,1,1,"Art Gallery of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da19503b538b73d93000d89,,place,place,-31.950414,115.860604,"""Kerrie Poliness""","{""$oid"": ""513fe0c1d707ff6bcd001e73""}",,4da19503b538b73d93000d89,161.0,"Art Gallery of Western Australia, Perth, WA","Art Gallery of Western Australia, Perth, WA",166.0,"Art Gallery of Western Australia, Perth, WA",State Gallery / Library,Government / Public Museum ,WA
1995,3,8,1995,4,8,"Monash University Museum of Art, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1dfeab538b73d93029a86,,place,place,-37.8131869,144.9629796,"""Carol Rudyard""","{""$oid"": ""513fe215d707ff6bcd001f22""}",,4da1dfeab538b73d93029a86,45.0,"Monash University Museum of Art, Melbourne, VIC","Monash University Museum of Art, Melbourne, VIC",62.0,"Monash University Museum of Art, Melbourne, VIC",University Gallery,University Gallery,VIC
1995,2,26,1995,4,2,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6009,4da1a7fcb538b73d9301a5ec,,place,place,-31.9796122,115.8185563,"""Carol Rudyard""","{""$oid"": ""513fe215d707ff6bcd001f22""}",,4da1a7fcb538b73d9301a5ec,41.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA","Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",51.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",University Gallery,University Gallery,WA
1995,3,8,1995,6,8,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Carol Rudyard""","{""$oid"": ""513fe215d707ff6bcd001f22""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Carol Rudyard""","{""$oid"": ""513fe215d707ff6bcd001f22""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1993,1,1,1993,1,1,"John Curtin Gallery, Curtin University, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1b500b538b73d9301f114,,place,place,-31.9522222,115.8588889,"""Carol Rudyard""","{""$oid"": ""513fe215d707ff6bcd001f22""}",,4da1b500b538b73d9301f114,45.0,"John Curtin Gallery, Curtin University, Perth, WA","John Curtin Gallery, Curtin University, Perth, WA",45.0,"John Curtin Gallery, Curtin University, Perth, WA",University Gallery,University Gallery,WA
1986,7,8,1986,8,1,"Experimental Art Foundation, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19591b538b73d9300499f,,place,place,-34.9286212,138.5999594,"""Carol Rudyard""","{""$oid"": ""513fe215d707ff6bcd001f22""}",,4da19591b538b73d9300499f,465.0,"Experimental Art Foundation, Adelaide, SA","Experimental Art Foundation, Adelaide, SA",465.0,"Experimental Art Foundation, Adelaide, SA",CAOA,ARI or Indpendent ,SA
1995,2,27,1995,4,16,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Carol Rudyard""","{""$oid"": ""513fe215d707ff6bcd001f22""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
2011,10,20,2012,12,15,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6009,4da1a7fcb538b73d9301a5ec,,place,place,-31.9796122,115.8185563,"""Carol Rudyard""","{""$oid"": ""513fe215d707ff6bcd001f22""}",,4da1a7fcb538b73d9301a5ec,41.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA","Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",51.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",University Gallery,University Gallery,WA
1999,1,1,1999,1,1,"John Curtin Gallery, Curtin University, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1b500b538b73d9301f114,,place,place,-31.9522222,115.8588889,"""Carol Rudyard""","{""$oid"": ""513fe215d707ff6bcd001f22""}",,4da1b500b538b73d9301f114,45.0,"John Curtin Gallery, Curtin University, Perth, WA","John Curtin Gallery, Curtin University, Perth, WA",45.0,"John Curtin Gallery, Curtin University, Perth, WA",University Gallery,University Gallery,WA
2012,1,1,2012,1,1,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6009,4da1a7fcb538b73d9301a5ec,,place,place,-31.9796122,115.8185563,"""Carol Rudyard""","{""$oid"": ""513fe215d707ff6bcd001f22""}",,4da1a7fcb538b73d9301a5ec,41.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA","Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",51.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",University Gallery,University Gallery,WA
1989,1,1,1989,1,1,"Art Gallery of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da19503b538b73d93000d89,,place,place,-31.950414,115.860604,"""Miriam Stannage""","{""$oid"": ""513fe3b9d707ff6bcd001ff9""}",,4da19503b538b73d93000d89,161.0,"Art Gallery of Western Australia, Perth, WA","Art Gallery of Western Australia, Perth, WA",166.0,"Art Gallery of Western Australia, Perth, WA",State Gallery / Library,Government / Public Museum ,WA
1989,1,1,1989,1,1,"Australian Centre for Contemporary Art, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b863b538b73d9302110f,,place,place,-37.8131869,144.9629796,"""Miriam Stannage""","{""$oid"": ""513fe3b9d707ff6bcd001ff9""}",,4da1b863b538b73d9302110f,39.0,"Australian Centre for Contemporary Art, Melbourne, VIC","Australian Centre for Contemporary Art, Melbourne, VIC",60.0,"Australian Centre for Contemporary Art, Melbourne, VIC",CAOA,ARI or Indpendent ,VIC
1975,11,3,1975,11,1,"Hogarth Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da199d4b538b73d9300fb1f,,place,place,-33.8689009,151.2070914,"""Miriam Stannage""","{""$oid"": ""513fe3b9d707ff6bcd001ff9""}",,,,,,,,,,
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Miriam Stannage""","{""$oid"": ""513fe3b9d707ff6bcd001ff9""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1995,3,8,1995,7,2,"Fremantle Arts Centre, Fremantle, Western Australia",Australia,Western Australia,Fremantle,6160,542b3ea5d707ff0c43000011,Kathleen O'Connor Gallery,place,place,-32.0487738,115.75678,"""Miriam Stannage""","{""$oid"": ""513fe3b9d707ff6bcd001ff9""}",,,,,,,,,,
1995,2,16,1995,3,13,"PICA (Perth Institute of Contemporary Arts), Western Australia",Australia,Western Australia,Perth,Unknown,4da1c919b538b73d9302676a,,place,place,47.7510741,-120.7401386,"""Miriam Stannage""","{""$oid"": ""513fe3b9d707ff6bcd001ff9""}",,,,,,,,,,
1980,10,11,1980,1,1,"Hogarth Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d9300255d,,place,place,-33.8689009,151.2070914,"""Miriam Stannage""","{""$oid"": ""513fe3b9d707ff6bcd001ff9""}",,4da19531b538b73d9300255d,32.0,"Hogarth Gallery, Sydney, NSW","Hogarth Gallery, Sydney, NSW",42.0,"Hogarth Gallery, Sydney, NSW",Commercial,Commercial,NSW
1981,4,24,1981,5,1,"Galerie Düsseldorf, Perth, Western Australia",Australia,Western Australia,Perth,Unknown,4da1b2f5b538b73d9301e8de,,place,place,,,"""Miriam Stannage""","{""$oid"": ""513fe3b9d707ff6bcd001ff9""}",,,,,,,,,,
2011,10,20,2012,12,15,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6009,4da1a7fcb538b73d9301a5ec,,place,place,-31.9796122,115.8185563,"""Miriam Stannage""","{""$oid"": ""513fe3b9d707ff6bcd001ff9""}",,4da1a7fcb538b73d9301a5ec,41.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA","Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",51.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",University Gallery,University Gallery,WA
2001,1,1,2001,1,1,"Art Gallery of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da19503b538b73d93000d89,,place,place,-31.950414,115.860604,"""Miriam Stannage""","{""$oid"": ""513fe3b9d707ff6bcd001ff9""}",,4da19503b538b73d93000d89,161.0,"Art Gallery of Western Australia, Perth, WA","Art Gallery of Western Australia, Perth, WA",166.0,"Art Gallery of Western Australia, Perth, WA",State Gallery / Library,Government / Public Museum ,WA
1995,3,10,1995,5,28,"Benalla Art Gallery, Benalla, Victoria",Australia,Victoria,,3672,4da1997eb538b73d9300f501,,place,place,-36.5514956,145.9817019,"""Madonna Staunton""","{""$oid"": ""513fe3c5d707ff6bcd002001""}",,,,,,,,,,
1994,1,1,1994,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19515b538b73d9300175e,,place,place,-27.4720964,153.0181735,"""Madonna Staunton""","{""$oid"": ""513fe3c5d707ff6bcd002001""}",,4da19515b538b73d9300175e,152.0,"Queensland Art Gallery, Brisbane, QLD","Queensland Art Gallery, Brisbane, QLD",221.0,"Queensland Art Gallery, Brisbane, QLD",State Gallery / Library,Government / Public Museum ,QLD
1979,1,1,1979,1,1,"Institute of Modern Art, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1ba7db538b73d9302240d,,place,place,-27.4709331,153.0235024,"""Madonna Staunton""","{""$oid"": ""513fe3c5d707ff6bcd002001""}",,4da1ba7db538b73d9302240d,226.0,"Institute of Modern Art, Brisbane, QLD","Institute of Modern Art, Brisbane, QLD",236.0,"Institute of Modern Art, Brisbane, QLD",CAOA,ARI or Indpendent ,QLD
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Madonna Staunton""","{""$oid"": ""513fe3c5d707ff6bcd002001""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1979,4,12,1979,5,27,,,,,,,,,,,,"""Madonna Staunton""","{""$oid"": ""513fe3c5d707ff6bcd002001""}",,,,,,,,,,
1995,3,8,1995,6,8,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Madonna Staunton""","{""$oid"": ""513fe3c5d707ff6bcd002001""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1990,7,17,1990,8,18,"Garry Anderson Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1bcfeb538b73d93023920,,place,place,-33.8689009,151.2070914,"""Madonna Staunton""","{""$oid"": ""513fe3c5d707ff6bcd002001""}",,,,,,,,,,
1995,1,1,1995,1,1,"Institute of Modern Art, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1ba7db538b73d9302240d,,place,place,-27.4709331,153.0235024,"""Kathy Temin""","{""$oid"": ""513fe47fd707ff6bcd00205c""}",,4da1ba7db538b73d9302240d,226.0,"Institute of Modern Art, Brisbane, QLD","Institute of Modern Art, Brisbane, QLD",236.0,"Institute of Modern Art, Brisbane, QLD",CAOA,ARI or Indpendent ,QLD
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Kathy Temin""","{""$oid"": ""513fe47fd707ff6bcd00205c""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1995,1,1,1995,1,1,"Australian Centre for Contemporary Art, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b863b538b73d9302110f,,place,place,-37.8131869,144.9629796,"""Kathy Temin""","{""$oid"": ""513fe47fd707ff6bcd00205c""}",,4da1b863b538b73d9302110f,39.0,"Australian Centre for Contemporary Art, Melbourne, VIC","Australian Centre for Contemporary Art, Melbourne, VIC",60.0,"Australian Centre for Contemporary Art, Melbourne, VIC",CAOA,ARI or Indpendent ,VIC
1995,3,8,1995,4,1,"Roslyn Oxley9 Gallery, Paddington, Sydney, New South Wales",Australia,New South Wales,Sydney,2021,4da195e4b538b73d93006312,,place,place,-33.8846107,151.2265861,"""Kathy Temin""","{""$oid"": ""513fe47fd707ff6bcd00205c""}",Paddington,4da195e4b538b73d93006312,11.0,"Roslyn Oxley9 Gallery, Paddington, Sydney, NSW","Roslyn Oxley9 Gallery, Paddington, Sydney, NSW",35.0,"Roslyn Oxley9 Gallery, Paddington, Sydney, NSW",Commercial,Commercial,NSW
1991,1,1,1991,1,1,"Launceston, Tasmania",Australia,Tasmania,Launceston,7250,53fd5568d707ff085d000002,Arthouse,place,place,-41.4261807,147.1124679,"""Kathy Temin""","{""$oid"": ""513fe47fd707ff6bcd00205c""}",,,,,,,,,,
1979,1,1,1979,1,1,"Contemporary Art Centre of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1b1d4b538b73d9301e16a,,place,place,-34.9286212,138.5999594,"""Karen Turner""","{""$oid"": ""513fe55cd707ff6bcd0020c6""}",,4da1b1d4b538b73d9301e16a,350.0,"Contemporary Art Centre of South Australia, Adelaide, SA","Contemporary Art Centre of South Australia, Adelaide, SA",350.0,"Contemporary Art Centre of South Australia, Adelaide, SA",CAOA,ARI or Indpendent ,SA
1979,12,1,1979,12,1,"Experimental Art Foundation, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19591b538b73d9300499f,,place,place,-34.9286212,138.5999594,"""Karen Turner""","{""$oid"": ""513fe55cd707ff6bcd0020c6""}",,4da19591b538b73d9300499f,465.0,"Experimental Art Foundation, Adelaide, SA","Experimental Art Foundation, Adelaide, SA",465.0,"Experimental Art Foundation, Adelaide, SA",CAOA,ARI or Indpendent ,SA
1983,6,1,1983,6,1,"Experimental Art Foundation, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19591b538b73d9300499f,,place,place,-34.9286212,138.5999594,"""Karen Turner""","{""$oid"": ""513fe55cd707ff6bcd0020c6""}",,4da19591b538b73d9300499f,465.0,"Experimental Art Foundation, Adelaide, SA","Experimental Art Foundation, Adelaide, SA",465.0,"Experimental Art Foundation, Adelaide, SA",CAOA,ARI or Indpendent ,SA
1995,3,8,1995,6,8,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Jenny Watson""","{""$oid"": ""513fe633d707ff6bcd00213c""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Jenny Watson""","{""$oid"": ""513fe633d707ff6bcd00213c""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1995,3,10,1995,5,28,"Benalla Art Gallery, Benalla, Victoria",Australia,Victoria,,3672,4da1997eb538b73d9300f501,,place,place,-36.5514956,145.9817019,"""Jenny Watson""","{""$oid"": ""513fe633d707ff6bcd00213c""}",,,,,,,,,,
1987,2,4,1987,2,21,"Roslyn Oxley9 Gallery, Paddington, Sydney, New South Wales",Australia,New South Wales,Sydney,2021,4da195e4b538b73d93006312,,place,place,-33.8846107,151.2265861,"""Jenny Watson""","{""$oid"": ""513fe633d707ff6bcd00213c""}",Paddington,4da195e4b538b73d93006312,11.0,"Roslyn Oxley9 Gallery, Paddington, Sydney, NSW","Roslyn Oxley9 Gallery, Paddington, Sydney, NSW",35.0,"Roslyn Oxley9 Gallery, Paddington, Sydney, NSW",Commercial,Commercial,NSW
1985,1,1,1985,1,1,"Ian Potter Museum of Art, University of Melbourne, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1999bb538b73d9300f679,,place,place,-37.7999695,144.9573385,"""Jenny Watson""","{""$oid"": ""513fe633d707ff6bcd00213c""}",,4da1999bb538b73d9300f679,69.0,"Ian Potter Museum of Art, University of Melbourne, Melbourne, Vic.","Ian Potter Museum of Art, University of Melbourne, Melbourne, Vic.",89.0,"Ian Potter Museum of Art, University of Melbourne, Melbourne, Vic.",University Gallery,University Gallery,VIC
1995,3,1,1995,4,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Jenny Watson""","{""$oid"": ""513fe633d707ff6bcd00213c""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1995,3,9,1995,6,1,"Newcastle Region Art Gallery, Newcastle, New South Wales",Australia,New South Wales,Newcastle,2300,4da19550b538b73d930031af,,place,place,-32.9292054,151.7729731,"""Jenny Watson""","{""$oid"": ""513fe633d707ff6bcd00213c""}",,4da19550b538b73d930031af,116.0,"Newcastle Region Art Gallery, Newcastle, NSW","Newcastle Region Art Gallery, Newcastle, NSW",134.0,"Newcastle Region Art Gallery, Newcastle, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
1991,1,1,1991,1,1,"Australian Centre for Contemporary Art, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b863b538b73d9302110f,,place,place,-37.8131869,144.9629796,"""Jenny Watson""","{""$oid"": ""513fe633d707ff6bcd00213c""}",,4da1b863b538b73d9302110f,39.0,"Australian Centre for Contemporary Art, Melbourne, VIC","Australian Centre for Contemporary Art, Melbourne, VIC",60.0,"Australian Centre for Contemporary Art, Melbourne, VIC",CAOA,ARI or Indpendent ,VIC
